subject,drift,bound,start,nondecision
101,-0.09289250692594009,1.2136275694610374,0.07969468739506472,0.49970593544120423
102,0.02412305625541607,1.5637325838736114,0.03475742698679696,0.4906346692160688
103,0.06992598335270432,1.6735821893083045,0.005534516468556028,0.4961025941604122
104,1.2469995349988432,1.9283919928938407,-0.37960760554409645,0.49729146344053243
105,0.23659738068792394,1.5513276017487179,-0.0678227334459196,0.4962904939428505
106,0.8879508546698345,1.4017449092685332,-0.24698657493452308,0.496538621991033
107,0.48735614901663693,1.6003195626630526,-0.1765932592150363,0.4940367855773244
109,0.4366731194290332,1.4627572440145566,-0.18149560089200076,0.49682862981595355
110,0.8585091121877219,1.9869831398493076,-0.4020746889818435,0.49707593827125934
112,0.044579598709849115,1.3002864091795705,-0.040008163716458614,0.4965252888569379
114,-0.002949984286317381,1.3824846967343112,0.04734468029859649,0.49538742936881275
115,-0.011627391376944907,1.0671437151235434,0.018849804455319055,0.49762862282598236
117,0.7120833235690398,1.3793230583568352,-0.17867118607392368,0.49675600953617755
119,-0.08420502268358517,1.6475801886400208,0.00928150629637372,0.49554132018554886
123,-0.01814120895871918,1.1752522910605545,0.039084402894581954,0.4996512036850792
127,0.046702729829454344,0.9861591263139287,-0.035528828480959174,0.11790491589545082
129,0.05929237016699549,1.5317640286060106,-0.018104992754975412,0.49086942300541875
130,0.32173283758261134,1.430674937004752,-0.04549402832587344,0.4879360775395583
202,0.5323075946603184,1.548037297406209,-0.10848597626541512,0.49296979462424884
204,0.08088045303272484,1.5401688089117975,0.01397825999639597,0.49580259402287075
207,0.3711365785276131,1.6265485920178262,-0.21355281053488523,0.49589698921149233
209,0.11817652701663196,1.454420845137334,-0.06513916748765647,0.4965861438869514
210,0.16981618893697825,1.5638361266923815,-0.04112677174014748,0.49638359874210025
211,-0.08199222688495282,1.5487240712296082,0.04219402805880375,0.4972413243901524
212,-0.12845017927638122,1.567828272859403,0.08377232206996901,0.4950207424518448
213,1.6968879207658767,2.0,-0.47182548094041066,0.4954130564234297
214,0.5358022000133841,1.5174565753458527,-0.2173314367408315,0.49959266033101435
215,0.10025613219135938,1.3049999927197908,-0.04957190736392523,0.4959401717683204
216,-0.04626040866947404,1.242020780918553,-0.07827584898431478,0.499930434614167
217,0.4820000801736617,1.5411868046101471,-0.22435900981912954,0.4955376978010169
218,0.046639525779877164,1.3732193379874413,-0.0621242454640008,0.49557966968948536
219,-0.2289530220895304,1.5644416147349332,0.08583560327157028,0.4978929182835647
221,0.09839292427212823,1.5195157438916056,-0.021120767615153205,0.15912445420036744
222,0.34159848006444765,1.7067808406657043,-0.14428180625111295,0.49700175736578844
223,-0.04037479796704434,1.4486877761091048,0.050219700384296934,0.49548784189333883
224,0.17217213159651595,1.5998594647002147,-0.04741770626970512,0.4953231427626736
401,1.3719491850043528,1.487005202001534,-0.3612465506287199,0.49885755991478653
402,0.09779328852170079,1.1187632760282573,-0.02477822657739024,0.4996254254758139
403,0.07545476390329203,1.4413211606063507,-0.019455407405989347,0.4912964311147812
404,0.14241716300009313,1.0574476325459838,-0.0806965500861848,0.49851305147627883
407,0.618165618701485,1.5610836632719487,-0.1479505463393699,0.4970850852990377
411,0.6052739859947857,1.5586023094706105,-0.18851820226939076,0.49570390317588064
412,0.8628960408647789,1.5575718710742361,-0.29655181791156354,0.49598293196515075
413,0.3037515373148144,1.2958335651945045,-0.15263843120243933,0.49874573551791573
414,0.49910248570930005,1.1014482106330747,-0.20359320037380213,0.49501016853492663
415,-0.09746581181730073,1.1906074473533828,0.04167701688924197,0.4959037511807497
416,-0.007540280046633486,1.380933587389772,0.04448164280792071,0.4962491754520752
417,0.042513357940565266,1.6122457697721124,-0.07150724941743451,0.4990360401448345
418,1.259930737897463,1.6358037248092374,-0.36219417809348453,0.49907664260551454
419,0.6533685064013,1.2283542257094655,-0.16562376519720046,0.49693654561384504
420,0.7242818523976854,1.7304369943779088,-0.2716747834156338,0.49981916503811047
425,1.1435225939808022,1.7299999675544366,-0.31151608778448375,0.49632343812818325
426,0.23447915147187973,0.9873497536602069,-0.06767216179196059,0.4971201635361438
428,0.7570109538429854,1.4812895339661545,-0.2677140741017599,0.49902505626852733
429,-0.25717530921325593,1.4466994667384327,0.1266014718888476,0.49610250568785547
431,-0.5068128028048486,1.6900000027566298,0.19150037346985177,0.4992484997915723
432,0.023777593685469396,1.6142119787218998,-0.02024802055916606,0.4997750995146511
433,0.3369593612946868,1.1940804417970399,-0.11428418658775624,0.4978704834803248
437,0.3860488463550873,1.346241751309698,-0.006230654999600205,0.4922241560801412
