subject,drift,bound,start,nondecision
101,-0.10908395208558536,1.1900000027342998,0.11610042687659093,0.4970682028434887
102,-0.051233197558900795,1.5207109413107638,0.07146726187808171,0.4954053296244398
103,0.14317972476392712,1.6634458182165373,-0.0779193840526828,0.49524080902589174
104,1.3533675702710735,1.9339012250107697,-0.4495801204121061,0.49760984953537113
105,0.23931967499489396,1.5460194049732108,-0.052068608660765126,0.49686272404579623
106,0.942071803257912,1.433844972958758,-0.2826540068545899,0.49833358504916503
107,0.4648704514823971,1.5978508828174829,-0.14692496533550808,0.49987957285948637
108,0.041242354169808676,1.4015362385447232,0.018049791008597185,0.4876874772502654
109,0.39818944147648766,1.4597533414343937,-0.1379763845898184,0.49748728029936207
110,0.8296538138403386,1.9255622113581938,-0.39483310345765577,0.49652990266698804
112,-0.007946217515284912,1.2573831586318116,0.023783484415638868,0.4964750899871518
113,0.12213016757466288,1.395432385306593,-0.0781213949014365,0.46523424349287046
114,0.06497468464472185,1.3843321063823038,-0.03370576064777486,0.4992704020932476
115,-0.016165314585600808,1.0756328708311411,0.0426444639821904,0.49826304131943455
116,0.4232296777637116,1.617527144998893,-0.14315718591470947,0.493865317363562
117,0.6344804355559953,1.3802572513939106,-0.19457489174024564,0.48925822820952114
118,0.057091412799194635,1.5356393718330414,-0.07201580683017302,0.49694455616997363
119,-0.11229299334529806,1.6559948870004162,0.05005493240946688,0.47526253049165296
122,-0.07004654091013354,1.485638441373331,0.009640819157307412,0.47529940249685254
123,-0.0626070564145931,1.1700000153257268,0.054136069892421194,0.4995439445343671
124,-0.07649207677813193,1.1876334808449358,0.023952872552182217,0.4986989085567505
125,0.18122098865544914,1.1526589353073802,-0.07762521655125934,0.48801278006493853
127,0.017543341612383835,1.0300458280383686,-0.02619401930695915,0.10207748468474462
129,0.04918129714954054,1.529368437990802,-0.003437183482347628,0.4959602408135934
130,0.3336168454858017,1.4250000838201693,-0.06203796110469861,0.4981891347140804
202,0.5535495296880715,1.5295055945057303,-0.15672479855462795,0.4950181105397017
204,0.10829859119719615,1.5092078140972929,-0.026235437763500527,0.49089136285331225
205,-0.15288570473134386,0.9771871356637962,0.013986846441435753,0.10411387445509301
206,0.15950829612711098,1.400327526632289,-0.008600705349612525,0.4941214814792745
207,0.2825758557082096,1.618945329375427,-0.09909168437232783,0.4981166243558659
209,0.07555515501512437,1.453596040700551,-0.009064004961440376,0.49646483012388
210,0.17694064924184105,1.5637917678599884,-0.05069318849843603,0.49892703580967307
211,-0.06721798443646448,1.548044589837727,0.02572641878133748,0.4972952399420214
212,-0.11102556172552007,1.5671914222195178,0.06329771595862521,0.49811717603367134
213,1.6108253672782267,1.9189077892700346,-0.4720724072112648,0.496921960887657
214,0.5175593201821229,1.516119679182385,-0.1995377718778742,0.4993665635156791
215,0.1216227652716954,1.3075456206877083,-0.06949144955586527,0.49734671191943675
216,-0.08583190787863652,1.2365226161490417,-0.035970082814730374,0.49855584218074755
217,0.5042695672481705,1.6206048917784073,-0.20814845320569741,0.4907263726710267
218,0.0051605964235234844,1.3711712111150318,-0.01347839095933372,0.49574612380972205
219,-0.24106371637816515,1.565000455987818,0.09872653154530582,0.4961348052554238
220,-0.01639560104037489,1.4139728892931187,0.00891153572203649,0.18950055289459303
221,0.02640807944599263,1.5628914320000444,0.01959218153531861,0.10919416554176647
222,0.36318217407732994,1.7071468689667701,-0.17384438488431553,0.49709268717000293
223,-0.035392766052632314,1.4185114633365128,0.01951554195941956,0.4954745782079694
224,0.26049547275028734,1.666885200763996,-0.12645227352773755,0.49588281656072214
225,-0.7596255558995711,2.0,0.37716750868532434,0.49417288706846085
226,0.14877967796192956,1.396479400002073,0.0591129383490852,0.49944981637000807
227,0.14485936389146686,1.332609036486024,-0.014668653679629263,0.4984667734508833
401,1.3976491429616467,1.4896655716228149,-0.3783341995797807,0.4992518310316548
402,0.08832809952565805,1.118943758827862,-0.01650706730768894,0.49603785972413234
403,0.11192871859322562,1.461500770020514,-0.050059893837394225,0.2592268175421487
404,0.06850143280098178,1.056148290682204,-0.013100154222021843,0.4972061774572019
407,0.7705833632600925,1.5431890757274496,-0.23195945195147863,0.4965036322988021
409,0.5012394423385861,1.6035970579500813,-0.20206238269564133,0.49748984667747126
410,0.7196244323159164,1.613324819240949,-0.2959650840780567,0.4928840355577091
411,0.5529272567330273,1.5610710435273099,-0.12697910184558517,0.49665049954000234
412,0.8831854612612192,1.560292587030027,-0.314481990887159,0.4978763973496202
413,0.252851425878896,1.2920117802983755,-0.09808749977425545,0.49878595999387987
414,0.44698018581674354,1.1145536252640318,-0.17838710649789863,0.4989852111011754
415,-0.08560496925904647,1.1910972025005484,0.0260905812017759,0.4996898446669515
416,-0.019562901352480414,1.3812081095116608,0.060775752909096425,0.4968272803904201
417,0.13709530212739557,1.526899491907472,-0.0942811707465535,0.4987560888215889
418,1.2731871833196822,1.5998412015235917,-0.40445094349526906,0.4988533632153057
419,0.5368011224696521,1.2281354243973184,-0.11715605289154879,0.49682682458896693
420,0.6754398228166654,1.7651265988993305,-0.22995337335753369,0.49115250080730843
421,-0.027291977022433172,1.3629268207824627,-0.06654237677616628,0.341891252338918
423,0.711759278866518,1.9814750443669968,-0.3326269915473333,0.4950266230654369
424,-0.24345510972326478,1.143004978845333,0.07006657147072115,0.4960326040726323
425,1.2400152384335679,1.8093070407588632,-0.3398834360424234,0.4960007874824285
426,0.21100562698217692,0.9911752802498949,-0.07147706016661744,0.49501957470068153
427,-0.16467756358526758,1.1842306993775238,0.05515715741209917,0.10855748416139249
428,0.7396320236404851,1.4802363436559147,-0.25119360696651905,0.4977661829629292
429,-0.24256484419349686,1.4458192270291836,0.11028678421886831,0.49873618906452377
430,0.049475882406330496,1.4024543147225228,0.03553625996032377,0.4908865984646892
431,-0.5055785994035097,1.6914660041523866,0.19145843130910106,0.4903614802177612
432,0.007724701786621658,1.6151034151021062,0.0006759123998484996,0.49316812562048623
433,0.3180150739052193,1.1950000024841332,-0.09809783351386284,0.49868036155817064
434,0.5983316935530859,1.5927724944841213,-0.24386601012401857,0.4971478003533219
437,0.444091308876521,1.3377562301187045,-0.06749526336248408,0.4973112843781789
